Number Index,Name Index,Cluster,Crop,District,Taluka,Gram Panchayat,Notification Level,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
5180,6-Wheat Irri-Kheda-MATAR-PUNAJ,6,Wheat Irri,Kheda,MATAR,PUNAJ,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5181,6-Wheat Irri-Kheda-MATAR-BARODA,6,Wheat Irri,Kheda,MATAR,BARODA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5182,6-Wheat Irri-Kheda-MATAR-BAMANAGAM,6,Wheat Irri,Kheda,MATAR,BAMANAGAM,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5183,6-Wheat Irri-Kheda-MATAR-BHALADA,6,Wheat Irri,Kheda,MATAR,BHALADA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5184,6-Wheat Irri-Kheda-MATAR-MAHELAJ,6,Wheat Irri,Kheda,MATAR,MAHELAJ,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5185,6-Wheat Irri-Kheda-MATAR-MACHIYEL,6,Wheat Irri,Kheda,MATAR,MACHIYEL,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5186,6-Wheat Irri-Kheda-MATAR-MATAR,6,Wheat Irri,Kheda,MATAR,MATAR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5187,6-Wheat Irri-Kheda-MATAR-MALAVADA,6,Wheat Irri,Kheda,MATAR,MALAVADA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5188,6-Wheat Irri-Kheda-MATAR-RANASHAR,6,Wheat Irri,Kheda,MATAR,RANASHAR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5189,6-Wheat Irri-Kheda-MATAR-RATANPUR,6,Wheat Irri,Kheda,MATAR,RATANPUR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5190,6-Wheat Irri-Kheda-MATAR-LIMBASI,6,Wheat Irri,Kheda,MATAR,LIMBASI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5191,6-Wheat Irri-Kheda-MATAR-VANASHAR,6,Wheat Irri,Kheda,MATAR,VANASHAR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5192,6-Wheat Irri-Kheda-MATAR-VASHAI,6,Wheat Irri,Kheda,MATAR,VASHAI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5193,6-Wheat Irri-Kheda-MATAR-VASHTANA,6,Wheat Irri,Kheda,MATAR,VASHTANA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5194,6-Wheat Irri-Kheda-MATAR-VALOTRI,6,Wheat Irri,Kheda,MATAR,VALOTRI,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5195,6-Wheat Irri-Kheda-MATAR-VIROJA,6,Wheat Irri,Kheda,MATAR,VIROJA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5196,6-Wheat Irri-Kheda-MATAR-SHEKHUPUR,6,Wheat Irri,Kheda,MATAR,SHEKHUPUR,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5197,6-Wheat Irri-Kheda-MATAR-SHANDHANA,6,Wheat Irri,Kheda,MATAR,SHANDHANA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5198,6-Wheat Irri-Kheda-MATAR-SHAYLA,6,Wheat Irri,Kheda,MATAR,SHAYLA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5199,6-Wheat Irri-Kheda-MATAR-SHINJIVADA,6,Wheat Irri,Kheda,MATAR,SHINJIVADA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5200,6-Wheat Irri-Kheda-MATAR-SHOKHADA,6,Wheat Irri,Kheda,MATAR,SHOKHADA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5201,6-Wheat Irri-Kheda-MATAR-HADEVA,6,Wheat Irri,Kheda,MATAR,HADEVA,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5202,6-Wheat Irri-Kheda-MATAR-HEJARABAD,6,Wheat Irri,Kheda,MATAR,HEJARABAD,GP,"17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390","17,390"
5203,6-Wheat Irri-Kheda-KHEDA-KATHVADA,6,Wheat Irri,Kheda,KHEDA,KATHVADA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5204,6-Wheat Irri-Kheda-KHEDA-KANERA,6,Wheat Irri,Kheda,KHEDA,KANERA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5205,6-Wheat Irri-Kheda-KHEDA-KALOLI,6,Wheat Irri,Kheda,KHEDA,KALOLI,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5206,6-Wheat Irri-Kheda-KHEDA-KAJIPUR,6,Wheat Irri,Kheda,KHEDA,KAJIPUR,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5207,6-Wheat Irri-Kheda-KHEDA-KHUMARVAD,6,Wheat Irri,Kheda,KHEDA,KHUMARVAD,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5208,6-Wheat Irri-Kheda-KHEDA-KHEDA,6,Wheat Irri,Kheda,KHEDA,KHEDA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5209,6-Wheat Irri-Kheda-KHEDA-GOBLAJ,6,Wheat Irri,Kheda,KHEDA,GOBLAJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5210,6-Wheat Irri-Kheda-KHEDA-GOVINDPURA,6,Wheat Irri,Kheda,KHEDA,GOVINDPURA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5211,6-Wheat Irri-Kheda-KHEDA-CHALINDRA,6,Wheat Irri,Kheda,KHEDA,CHALINDRA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5212,6-Wheat Irri-Kheda-KHEDA-CHANDANA,6,Wheat Irri,Kheda,KHEDA,CHANDANA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5213,6-Wheat Irri-Kheda-KHEDA-CHITRASAR,6,Wheat Irri,Kheda,KHEDA,CHITRASAR,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5214,6-Wheat Irri-Kheda-KHEDA-DHADHAL,6,Wheat Irri,Kheda,KHEDA,DHADHAL,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5215,6-Wheat Irri-Kheda-KHEDA-DEDARDA,6,Wheat Irri,Kheda,KHEDA,DEDARDA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5216,6-Wheat Irri-Kheda-KHEDA-DHARODA,6,Wheat Irri,Kheda,KHEDA,DHARODA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5217,6-Wheat Irri-Kheda-KHEDA-NAVAGAM,6,Wheat Irri,Kheda,KHEDA,NAVAGAM,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5218,6-Wheat Irri-Kheda-KHEDA-NAYKA,6,Wheat Irri,Kheda,KHEDA,NAYKA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5219,6-Wheat Irri-Kheda-KHEDA-PANSHOLI,6,Wheat Irri,Kheda,KHEDA,PANSHOLI,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5220,6-Wheat Irri-Kheda-KHEDA-PARSHANTAJ,6,Wheat Irri,Kheda,KHEDA,PARSHANTAJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5221,6-Wheat Irri-Kheda-KHEDA-PINGLAJ,6,Wheat Irri,Kheda,KHEDA,PINGLAJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5222,6-Wheat Irri-Kheda-KHEDA-BIDAJ,6,Wheat Irri,Kheda,KHEDA,BIDAJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5223,6-Wheat Irri-Kheda-KHEDA-BHERAI,6,Wheat Irri,Kheda,KHEDA,BHERAI,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5224,6-Wheat Irri-Kheda-KHEDA-MALARPUR,6,Wheat Irri,Kheda,KHEDA,MALARPUR,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5225,6-Wheat Irri-Kheda-KHEDA-MAHIJ,6,Wheat Irri,Kheda,KHEDA,MAHIJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5226,6-Wheat Irri-Kheda-KHEDA-RADHU,6,Wheat Irri,Kheda,KHEDA,RADHU,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5227,6-Wheat Irri-Kheda-KHEDA-RASHIKPURA,6,Wheat Irri,Kheda,KHEDA,RASHIKPURA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5228,6-Wheat Irri-Kheda-KHEDA-LALI-UMIYAPURA,6,Wheat Irri,Kheda,KHEDA,LALI-UMIYAPURA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5229,6-Wheat Irri-Kheda-KHEDA-VADALA,6,Wheat Irri,Kheda,KHEDA,VADALA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5230,6-Wheat Irri-Kheda-KHEDA-VARSHANG,6,Wheat Irri,Kheda,KHEDA,VARSHANG,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5231,6-Wheat Irri-Kheda-KHEDA-VAVDI,6,Wheat Irri,Kheda,KHEDA,VAVDI,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5232,6-Wheat Irri-Kheda-KHEDA-VASHAN KHUD,6,Wheat Irri,Kheda,KHEDA,VASHAN KHUD,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5233,6-Wheat Irri-Kheda-KHEDA-VASHANA BUJARG,6,Wheat Irri,Kheda,KHEDA,VASHANA BUJARG,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5234,6-Wheat Irri-Kheda-KHEDA-VASHANA MARGIYA,6,Wheat Irri,Kheda,KHEDA,VASHANA MARGIYA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5235,6-Wheat Irri-Kheda-KHEDA-SHETRA,6,Wheat Irri,Kheda,KHEDA,SHETRA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5236,6-Wheat Irri-Kheda-KHEDA-SHAMADARA,6,Wheat Irri,Kheda,KHEDA,SHAMADARA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5237,6-Wheat Irri-Kheda-KHEDA-SHARSHA,6,Wheat Irri,Kheda,KHEDA,SHARSHA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5238,6-Wheat Irri-Kheda-KHEDA-SHANKHEJ,6,Wheat Irri,Kheda,KHEDA,SHANKHEJ,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5239,6-Wheat Irri-Kheda-KHEDA-HARIYADA,6,Wheat Irri,Kheda,KHEDA,HARIYADA,GP,"11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900","11,900"
5240,6-Wheat Irri-Kheda-MAHUDHA-ALINA,6,Wheat Irri,Kheda,MAHUDHA,ALINA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5241,6-Wheat Irri-Kheda-MAHUDHA-UNDARA,6,Wheat Irri,Kheda,MAHUDHA,UNDARA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5242,6-Wheat Irri-Kheda-MAHUDHA-KADI,6,Wheat Irri,Kheda,MAHUDHA,KADI,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5243,6-Wheat Irri-Kheda-MAHUDHA-KAPARUPUR,6,Wheat Irri,Kheda,MAHUDHA,KAPARUPUR,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5244,6-Wheat Irri-Kheda-MAHUDHA-KAIYAJ,6,Wheat Irri,Kheda,MAHUDHA,KAIYAJ,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5245,6-Wheat Irri-Kheda-MAHUDHA-KHALADI,6,Wheat Irri,Kheda,MAHUDHA,KHALADI,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5246,6-Wheat Irri-Kheda-MAHUDHA-KHANDIVAV,6,Wheat Irri,Kheda,MAHUDHA,KHANDIVAV,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5247,6-Wheat Irri-Kheda-MAHUDHA-KHUNTAJ,6,Wheat Irri,Kheda,MAHUDHA,KHUNTAJ,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5248,6-Wheat Irri-Kheda-MAHUDHA-CHUNEL,6,Wheat Irri,Kheda,MAHUDHA,CHUNEL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5249,6-Wheat Irri-Kheda-MAHUDHA-DADUSAR,6,Wheat Irri,Kheda,MAHUDHA,DADUSAR,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5250,6-Wheat Irri-Kheda-MAHUDHA-TORANIYA,6,Wheat Irri,Kheda,MAHUDHA,TORANIYA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5251,6-Wheat Irri-Kheda-MAHUDHA-DHANDHODI,6,Wheat Irri,Kheda,MAHUDHA,DHANDHODI,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5252,6-Wheat Irri-Kheda-MAHUDHA-NAGAVAL,6,Wheat Irri,Kheda,MAHUDHA,NAGAVAL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5253,6-Wheat Irri-Kheda-MAHUDHA-NANDGAM,6,Wheat Irri,Kheda,MAHUDHA,NANDGAM,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5254,6-Wheat Irri-Kheda-MAHUDHA-NANI KHADOL,6,Wheat Irri,Kheda,MAHUDHA,NANI KHADOL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5255,6-Wheat Irri-Kheda-MAHUDHA-NIJHAMPUR,6,Wheat Irri,Kheda,MAHUDHA,NIJHAMPUR,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5256,6-Wheat Irri-Kheda-MAHUDHA-PORADA,6,Wheat Irri,Kheda,MAHUDHA,PORADA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5257,6-Wheat Irri-Kheda-MAHUDHA-FALOLI,6,Wheat Irri,Kheda,MAHUDHA,FALOLI,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5258,6-Wheat Irri-Kheda-MAHUDHA-FINAV,6,Wheat Irri,Kheda,MAHUDHA,FINAV,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5259,6-Wheat Irri-Kheda-MAHUDHA-BAGADU,6,Wheat Irri,Kheda,MAHUDHA,BAGADU,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5260,6-Wheat Irri-Kheda-MAHUDHA-BALADI,6,Wheat Irri,Kheda,MAHUDHA,BALADI,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5261,6-Wheat Irri-Kheda-MAHUDHA-BALOL,6,Wheat Irri,Kheda,MAHUDHA,BALOL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5262,6-Wheat Irri-Kheda-MAHUDHA-BHUMAS,6,Wheat Irri,Kheda,MAHUDHA,BHUMAS,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5263,6-Wheat Irri-Kheda-MAHUDHA-MAHISA,6,Wheat Irri,Kheda,MAHUDHA,MAHISA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5264,6-Wheat Irri-Kheda-MAHUDHA-MAHUDHA,6,Wheat Irri,Kheda,MAHUDHA,MAHUDHA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5265,6-Wheat Irri-Kheda-MAHUDHA-MAHEMADAVAD NAMUVA,6,Wheat Irri,Kheda,MAHUDHA,MAHEMADAVAD NAMUVA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5266,6-Wheat Irri-Kheda-MAHUDHA-MANGALPUR,6,Wheat Irri,Kheda,MAHUDHA,MANGALPUR,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5267,6-Wheat Irri-Kheda-MAHUDHA-MEENAVADA,6,Wheat Irri,Kheda,MAHUDHA,MEENAVADA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5268,6-Wheat Irri-Kheda-MAHUDHA-MULEJ,6,Wheat Irri,Kheda,MAHUDHA,MULEJ,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5269,6-Wheat Irri-Kheda-MAHUDHA-MOTI KHALOL,6,Wheat Irri,Kheda,MAHUDHA,MOTI KHALOL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5270,6-Wheat Irri-Kheda-MAHUDHA-RUP PURA,6,Wheat Irri,Kheda,MAHUDHA,RUP PURA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5271,6-Wheat Irri-Kheda-MAHUDHA-VADTHAL,6,Wheat Irri,Kheda,MAHUDHA,VADTHAL,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5272,6-Wheat Irri-Kheda-MAHUDHA-VASANA,6,Wheat Irri,Kheda,MAHUDHA,VASANA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5273,6-Wheat Irri-Kheda-MAHUDHA-SEREE,6,Wheat Irri,Kheda,MAHUDHA,SEREE,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5274,6-Wheat Irri-Kheda-MAHUDHA-SANALEE,6,Wheat Irri,Kheda,MAHUDHA,SANALEE,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5275,6-Wheat Irri-Kheda-MAHUDHA-SAPALA,6,Wheat Irri,Kheda,MAHUDHA,SAPALA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5276,6-Wheat Irri-Kheda-MAHUDHA-SASTAPUR,6,Wheat Irri,Kheda,MAHUDHA,SASTAPUR,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5277,6-Wheat Irri-Kheda-MAHUDHA-SINGALEE,6,Wheat Irri,Kheda,MAHUDHA,SINGALEE,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5278,6-Wheat Irri-Kheda-MAHUDHA-HAJATIYA,6,Wheat Irri,Kheda,MAHUDHA,HAJATIYA,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5279,6-Wheat Irri-Kheda-MAHUDHA-HERANJ,6,Wheat Irri,Kheda,MAHUDHA,HERANJ,GP,"7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750","7,750"
5280,3-Wheat Irri-Mahisagar-KHANPUR-PANDARVADA,3,Wheat Irri,Mahisagar,KHANPUR,PANDARVADA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5281,3-Wheat Irri-Mahisagar-KHANPUR-BABALIYA,3,Wheat Irri,Mahisagar,KHANPUR,BABALIYA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5282,3-Wheat Irri-Mahisagar-KHANPUR-VAKHATPUR,3,Wheat Irri,Mahisagar,KHANPUR,VAKHATPUR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5283,3-Wheat Irri-Mahisagar-KHANPUR-DHOLKHAKHARA,3,Wheat Irri,Mahisagar,KHANPUR,DHOLKHAKHARA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5284,3-Wheat Irri-Mahisagar-KHANPUR-LAMBHO,3,Wheat Irri,Mahisagar,KHANPUR,LAMBHO,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5285,3-Wheat Irri-Mahisagar-KHANPUR-BAKOR,3,Wheat Irri,Mahisagar,KHANPUR,BAKOR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5286,3-Wheat Irri-Mahisagar-KHANPUR-ZER,3,Wheat Irri,Mahisagar,KHANPUR,ZER,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5287,3-Wheat Irri-Mahisagar-KHANPUR-PADEDI(K),3,Wheat Irri,Mahisagar,KHANPUR,PADEDI(K),GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5288,3-Wheat Irri-Mahisagar-KHANPUR-KANOD,3,Wheat Irri,Mahisagar,KHANPUR,KANOD,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5289,3-Wheat Irri-Mahisagar-KHANPUR-KHADODI,3,Wheat Irri,Mahisagar,KHANPUR,KHADODI,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5290,3-Wheat Irri-Mahisagar-KHANPUR-GAGATA,3,Wheat Irri,Mahisagar,KHANPUR,GAGATA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5291,3-Wheat Irri-Mahisagar-KHANPUR-MADAPUR,3,Wheat Irri,Mahisagar,KHANPUR,MADAPUR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5292,3-Wheat Irri-Mahisagar-KHANPUR-DOLARIYA,3,Wheat Irri,Mahisagar,KHANPUR,DOLARIYA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5293,3-Wheat Irri-Mahisagar-KHANPUR-KANESAR,3,Wheat Irri,Mahisagar,KHANPUR,KANESAR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5294,3-Wheat Irri-Mahisagar-KHANPUR-LIMADIYA,3,Wheat Irri,Mahisagar,KHANPUR,LIMADIYA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5295,3-Wheat Irri-Mahisagar-KHANPUR-CHHAPARI,3,Wheat Irri,Mahisagar,KHANPUR,CHHAPARI,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5296,3-Wheat Irri-Mahisagar-KHANPUR-UDAVA,3,Wheat Irri,Mahisagar,KHANPUR,UDAVA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5297,3-Wheat Irri-Mahisagar-KHANPUR-KALAKHETARA,3,Wheat Irri,Mahisagar,KHANPUR,KALAKHETARA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5298,3-Wheat Irri-Mahisagar-KHANPUR-MORKHAKHARA,3,Wheat Irri,Mahisagar,KHANPUR,MORKHAKHARA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5299,3-Wheat Irri-Mahisagar-KHANPUR-MOTA KHANPUR,3,Wheat Irri,Mahisagar,KHANPUR,MOTA KHANPUR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5300,3-Wheat Irri-Mahisagar-KHANPUR-MAIYAPUR,3,Wheat Irri,Mahisagar,KHANPUR,MAIYAPUR,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5301,3-Wheat Irri-Mahisagar-KHANPUR-MUDAVADEKH,3,Wheat Irri,Mahisagar,KHANPUR,MUDAVADEKH,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5302,3-Wheat Irri-Mahisagar-KHANPUR-VADHELA,3,Wheat Irri,Mahisagar,KHANPUR,VADHELA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5303,3-Wheat Irri-Mahisagar-KHANPUR-DHULETA,3,Wheat Irri,Mahisagar,KHANPUR,DHULETA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5304,3-Wheat Irri-Mahisagar-KHANPUR-SAPADIYA,3,Wheat Irri,Mahisagar,KHANPUR,SAPADIYA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5305,3-Wheat Irri-Mahisagar-KHANPUR-BAMARODA,3,Wheat Irri,Mahisagar,KHANPUR,BAMARODA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5306,3-Wheat Irri-Mahisagar-KHANPUR-LAVANA,3,Wheat Irri,Mahisagar,KHANPUR,LAVANA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5307,3-Wheat Irri-Mahisagar-KHANPUR-MENA,3,Wheat Irri,Mahisagar,KHANPUR,MENA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5308,3-Wheat Irri-Mahisagar-KHANPUR-NAVAGAAM,3,Wheat Irri,Mahisagar,KHANPUR,NAVAGAAM,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
5309,3-Wheat Irri-Mahisagar-KHANPUR-GHOGAVADA,3,Wheat Irri,Mahisagar,KHANPUR,GHOGAVADA,GP,"3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125","3,125"
